id,name,loaning_club,player_value_in_moment_of_transfer,transfer_cost,league,year,market_value_in_eur,delta_value
314378,Admiral Muskwe,Fleetwood Town,400000,Wypożyczenie,GB3,2022,300000,-100000
314378,Admiral Muskwe,Wycombe Wanderers,100000,Wypożyczenie,GB2,2020,300000,200000
314378,Admiral Muskwe,Swindon Town,100000,Wypożyczenie,GB4,2019,300000,200000
433186,Bali Mumba,Plymouth Argyle,400000,Wypożyczenie,GB3,2022,900000,500000
433186,Bali Mumba,Peterborough United,500000,Wypożyczenie,GB2,2021,900000,400000
184684,Anthony Stewart,Milton Keynes Dons,400000,Wypożyczenie,GB3,2022,400000,0
586023,Max Watters,FC Barnsley,400000,Wypożyczenie,GB3,2022,300000,-100000
586023,Max Watters,Milton Keynes Dons,150000,Wypożyczenie,GB3,2021,300000,150000
535479,Jay Matete,Plymouth Argyle,400000,Wypożyczenie,GB3,2022,500000,100000
535479,Jay Matete,Grimsby Town,0,Wypożyczenie,GB4,2020,500000,500000
385412,Jordan Amissah,Burton Albion,400000,Wypożyczenie,GB3,2022,300000,-100000
485252,Owen Dale,FC Portsmouth,400000,Wypożyczenie,GB3,2022,500000,100000
485252,Owen Dale,FC Blackpool,0,Wypożyczenie,GB2,2021,500000,500000
551001,Owen Beck,Bolton Wanderers,400000,Wypożyczenie,GB3,2022,400000,0
564049,Steve Seddon,Cambridge United,350000,Wypożyczenie,GB3,2022,250000,-100000
564049,Steve Seddon,AFC Wimbledon,150000,Wypożyczenie,GB3,2020,250000,100000
564049,Steve Seddon,FC Portsmouth,150000,Wypożyczenie,GB3,2019,250000,100000
564049,Steve Seddon,AFC Wimbledon,0,Wypożyczenie,GB3,2018,250000,250000
564049,Steve Seddon,FC Stevenage,0,Wypożyczenie,GB4,2018,250000,250000
624267,Dale Taylor,Burton Albion,350000,Wypożyczenie,GB3,2022,500000,150000
289196,Julien Da Costa,Shrewsbury Town,300000,Wypożyczenie,GB3,2022,300000,0
566043,Nigel Lonwijk,Plymouth Argyle,300000,Wypożyczenie,GB3,2022,1000000,700000
337640,Glen Rea,Cheltenham Town,300000,Wypożyczenie,GB3,2022,250000,-50000
337640,Glen Rea,Wigan Athletic,600000,Wypożyczenie,GB3,2021,250000,-350000
396859,Jamie Cumming,Milton Keynes Dons,300000,Wypożyczenie,GB3,2022,1000000,700000
396859,Jamie Cumming,FC Gillingham,300000,Wypożyczenie,GB3,2021,1000000,700000
396859,Jamie Cumming,Milton Keynes Dons,300000,Wypożyczenie,GB3,2021,1000000,700000
396859,Jamie Cumming,FC Stevenage,450000,Wypożyczenie,GB4,2020,1000000,550000
614064,Jasper Moon,Burton Albion,300000,Wypożyczenie,GB3,2022,300000,0
456292,Ellery Balcombe,Bristol Rovers,300000,Wypożyczenie,GB3,2022,300000,0
456292,Ellery Balcombe,Crawley Town,300000,Wypożyczenie,GB4,2022,300000,0
456292,Ellery Balcombe,Burton Albion,300000,Wypożyczenie,GB3,2021,300000,0
456292,Ellery Balcombe,Doncaster Rovers,300000,Wypożyczenie,GB3,2020,300000,0
404381,Brandon Cooper,Forest Green Rovers,300000,Wypożyczenie,GB3,2022,300000,0
404381,Brandon Cooper,Swindon Town,500000,Wypożyczenie,GB4,2021,300000,-200000
404381,Brandon Cooper,Newport County,0,Wypożyczenie,GB4,2020,300000,300000
647395,Kyle Joseph,Oxford United,300000,Wypożyczenie,GB3,2022,400000,100000
647395,Kyle Joseph,Cheltenham Town,100000,Wypożyczenie,GB3,2021,400000,300000
602978,Tyler Smith,Oxford United,300000,Wypożyczenie,GB3,2022,200000,-100000
602978,Tyler Smith,Swindon Town,0,Wypożyczenie,GB3,2020,200000,200000
602978,Tyler Smith,Bristol Rovers,0,Wypożyczenie,GB3,2019,200000,200000
602978,Tyler Smith,AFC Rochdale,0,Wypożyczenie,GB3,2019,200000,200000
602978,Tyler Smith,Doncaster Rovers,0,Wypożyczenie,GB3,2018,200000,200000
532078,Brandon Fleming,Oxford United,300000,Wypożyczenie,GB3,2022,400000,100000
532078,Brandon Fleming,Bolton Wanderers,150000,Wypożyczenie,GB3,2019,400000,250000
623560,Liam Shaw,FC Morecambe,300000,Wypożyczenie,GB3,2022,500000,200000
220491,Matt Macey,FC Portsmouth,300000,Wypożyczenie,GB3,2022,400000,100000
220491,Matt Macey,Plymouth Argyle,500000,Wypożyczenie,GB3,2018,400000,-100000
627248,Lewis Dobbin,Derby County,300000,Wypożyczenie,GB3,2022,900000,600000
655880,Mipo Odubeko,Port Vale FC,300000,Wypożyczenie,GB3,2022,350000,50000
655880,Mipo Odubeko,Huddersfield Town,250000,Wypożyczenie,GB2,2021,350000,100000
655880,Mipo Odubeko,Doncaster Rovers,300000,Wypożyczenie,GB3,2021,350000,50000
645686,Lamare Bogarde,Bristol Rovers,300000,Wypożyczenie,GB3,2022,450000,150000
496661,Elliot Thorpe,Burton Albion,300000,Wypożyczenie,GB3,2022,250000,-50000
203127,Conor McGrandles,Cambridge United,300000,Wypożyczenie,GB3,2022,400000,100000
758030,Elkan Baggott,Cheltenham Town,250000,Wypożyczenie,GB3,2022,250000,0
758030,Elkan Baggott,FC Gillingham,0,Wypożyczenie,GB4,2022,250000,250000
285846,Sam Lavelle,Burton Albion,250000,Wypożyczenie,GB3,2022,250000,0
671074,Caleb Taylor,Cheltenham Town,250000,Wypożyczenie,GB3,2022,900000,650000
699164,Jahmari Clarke,Forest Green Rovers,250000,Wypożyczenie,GB3,2022,250000,0
401268,Olamide Shodipo,Lincoln City,250000,Wypożyczenie,GB3,2022,300000,50000
401268,Olamide Shodipo,Sheffield Wednesday,200000,Wypożyczenie,GB3,2021,300000,100000
401268,Olamide Shodipo,Oxford United,100000,Wypożyczenie,GB3,2020,300000,200000
485546,Matt Penney,Charlton Athletic,250000,Wypożyczenie,GB3,2022,250000,0
610665,Caleb Watts,FC Morecambe,250000,Wypożyczenie,GB3,2022,250000,0
610665,Caleb Watts,Crawley Town,250000,Wypożyczenie,GB4,2021,250000,0
588412,Carlos Mendes,Fleetwood Town,250000,Wypożyczenie,GB3,2022,300000,50000
670883,Dane Scarlett,FC Portsmouth,250000,Wypożyczenie,GB3,2022,1000000,750000
502074,Sylvester Jasper,Bristol Rovers,250000,Wypożyczenie,GB3,2022,250000,0
502074,Sylvester Jasper,Colchester United,250000,Wypożyczenie,GB4,2021,250000,0
559800,Oliver Casey,Forest Green Rovers,250000,Wypożyczenie,GB3,2022,300000,50000
284718,Harry Isted,FC Barnsley,250000,Wypożyczenie,GB3,2022,400000,150000
581113,Bryan Fiabema,Forest Green Rovers,200000,Wypożyczenie,GB3,2022,200000,0
633168,Gassan Ahadme,Burton Albion,200000,Wypożyczenie,GB3,2022,200000,0
633168,Gassan Ahadme,FC Portsmouth,50000,Wypożyczenie,GB3,2021,200000,150000
470596,Paris Maghoma,Milton Keynes Dons,200000,Wypożyczenie,GB3,2022,350000,150000
470596,Paris Maghoma,AFC Wimbledon,200000,Wypożyczenie,GB4,2022,350000,150000
610850,Kieran Phillips,FC Morecambe,200000,Wypożyczenie,GB3,2022,300000,100000
610850,Kieran Phillips,FC Walsall,200000,Wypożyczenie,GB4,2021,300000,100000
610850,Kieran Phillips,Exeter City,200000,Wypożyczenie,GB4,2021,300000,100000
486144,Jakub Stolarczyk,Fleetwood Town,200000,Wypożyczenie,GB3,2022,250000,50000
486144,Jakub Stolarczyk,Hartlepool United,200000,Wypożyczenie,GB4,2022,250000,50000
285033,Will Norris,Peterborough United,200000,Wypożyczenie,GB3,2022,350000,150000
285033,Will Norris,Ipswich Town,250000,Wypożyczenie,GB3,2019,350000,100000
712592,Harvey Cartwright,Wycombe Wanderers,200000,Wypożyczenie,GB3,2022,200000,0
712592,Harvey Cartwright,Peterborough United,200000,Wypożyczenie,GB3,2022,200000,0
337101,Jack Stevens,Port Vale FC,200000,Wypożyczenie,GB3,2022,200000,0
624243,Aaron Donnelly,Port Vale FC,200000,Wypożyczenie,GB3,2022,400000,200000
183301,Luke McGee,Derby County,200000,Wypożyczenie,GB3,2022,200000,0
183301,Luke McGee,Bradford City,100000,Wypożyczenie,GB4,2019,200000,100000
279458,Matty Virtue,Lincoln City,200000,Wypożyczenie,GB3,2022,250000,50000
478637,Daniel Butterworth,Port Vale FC,200000,Wypożyczenie,GB3,2022,200000,0
478637,Daniel Butterworth,Fleetwood Town,200000,Wypożyczenie,GB3,2021,200000,0
539807,Christian Marques,Forest Green Rovers,200000,Wypożyczenie,GB3,2022,200000,0
470152,Dennis Politic,Port Vale FC,200000,Wypożyczenie,GB3,2022,200000,0
470152,Dennis Politic,Port Vale FC,0,Wypożyczenie,GB4,2021,200000,200000
484838,Viljami Sinisalo,Burton Albion,200000,Wypożyczenie,GB3,2022,400000,200000
788283,Bobby Thomas,Bristol Rovers,150000,Wypożyczenie,GB3,2022,450000,300000
788283,Bobby Thomas,FC Barnsley,150000,Wypożyczenie,GB3,2022,450000,300000
788283,Bobby Thomas,AFC Barrow,200000,Wypożyczenie,GB4,2020,450000,250000
592980,Ateef Konaté,Oxford United,150000,Wypożyczenie,GB3,2022,150000,0
520651,Jensen Weir,FC Morecambe,150000,Wypożyczenie,GB3,2022,450000,300000
520651,Jensen Weir,Cambridge United,150000,Wypożyczenie,GB3,2021,450000,300000
703577,Kgaogelo Chauke,Exeter City,150000,Wypożyczenie,GB3,2022,250000,100000
532195,Joshua Kayode,Milton Keynes Dons,150000,Wypożyczenie,GB3,2022,150000,0
532195,Joshua Kayode,Carlisle United,50000,Wypożyczenie,GB4,2020,150000,100000
532195,Joshua Kayode,Carlisle United,50000,Wypożyczenie,GB4,2019,150000,100000
746554,Thierry Small,Port Vale FC,100000,Wypożyczenie,GB3,2022,1000000,900000
484385,Jack Diamond,Lincoln City,100000,Wypożyczenie,GB3,2022,100000,0
484385,Jack Diamond,Harrogate Town,0,Wypożyczenie,GB4,2021,100000,100000
251831,Joe Pigott,FC Portsmouth,100000,Wypożyczenie,GB3,2022,450000,350000
471003,Aaron Pressley,Accrington Stanley,100000,Wypożyczenie,GB3,2022,200000,100000
471003,Aaron Pressley,AFC Wimbledon,100000,Wypożyczenie,GB3,2021,200000,100000
433329,Corrie Ndaba,Fleetwood Town,100000,Wypożyczenie,GB3,2022,200000,100000
433329,Corrie Ndaba,Burton Albion,100000,Wypożyczenie,GB3,2022,200000,100000
433329,Corrie Ndaba,Salford City,50000,Wypożyczenie,GB4,2021,200000,150000
576099,Joseph Anang,Derby County,100000,Wypożyczenie,GB3,2022,100000,0
576099,Joseph Anang,FC Stevenage,0,Wypożyczenie,GB4,2021,100000,100000
728983,Josh Austerfield,FC Morecambe,100000,Wypożyczenie,GB3,2022,100000,0
728983,Josh Austerfield,Harrogate Town,100000,Wypożyczenie,GB4,2021,100000,0
566733,Jökull Andrésson,Exeter City,100000,Wypożyczenie,GB3,2022,150000,50000
566733,Jökull Andrésson,FC Stevenage,100000,Wypożyczenie,GB4,2022,150000,50000
566733,Jökull Andrésson,FC Morecambe,100000,Wypożyczenie,GB3,2021,150000,50000
566733,Jökull Andrésson,Exeter City,100000,Wypożyczenie,GB4,2020,150000,50000
566733,Jökull Andrésson,FC Morecambe,100000,Wypożyczenie,GB4,2020,150000,50000
746778,Harry Boyes,Lincoln City,100000,Wypożyczenie,GB3,2022,250000,150000
746778,Harry Boyes,Forest Green Rovers,0,Wypożyczenie,GB3,2022,250000,250000
801420,Killian Phillips,Shrewsbury Town,75000,Wypożyczenie,GB3,2022,150000,75000
452019,Harry Smith,Exeter City,50000,Wypożyczenie,GB3,2022,50000,0
655835,Christian Saydee,Shrewsbury Town,50000,Wypożyczenie,GB3,2022,250000,200000
655835,Christian Saydee,Burton Albion,50000,Wypożyczenie,GB3,2021,250000,200000
581890,Lukas Jensen,Accrington Stanley,50000,Wypożyczenie,GB3,2022,250000,200000
581890,Lukas Jensen,Carlisle United,25000,Wypożyczenie,GB4,2021,250000,225000
581890,Lukas Jensen,Bolton Wanderers,25000,Wypożyczenie,GB4,2020,250000,225000
537864,Doug Tharme,Accrington Stanley,50000,Wypożyczenie,GB3,2022,150000,100000
346237,Kabongo Tshimanga,Peterborough United,0,Wypożyczenie,GB3,2022,150000,150000
586984,Daniel Oyegoke,Milton Keynes Dons,0,Wypożyczenie,GB3,2022,500000,500000
703474,Robert Street,Shrewsbury Town,0,Wypożyczenie,GB3,2022,200000,200000
703474,Robert Street,Newport County,0,Wypożyczenie,GB4,2021,200000,200000
511552,Ryan Astley,Accrington Stanley,0,Wypożyczenie,GB3,2022,600000,600000
614811,Joe White,Exeter City,0,Wypożyczenie,GB3,2022,250000,250000
614811,Joe White,Hartlepool United,0,Wypożyczenie,GB4,2021,250000,250000
490606,Lucas Bergström,Peterborough United,0,Wypożyczenie,GB3,2022,250000,250000
646353,Carl Rushworth,Lincoln City,0,Wypożyczenie,GB3,2022,900000,900000
646353,Carl Rushworth,FC Walsall,0,Wypożyczenie,GB4,2021,900000,900000
872546,Quévin Castro,Burton Albion,0,Wypożyczenie,GB3,2022,0,0
652979,Lewis Warrington,Fleetwood Town,0,Wypożyczenie,GB3,2022,500000,500000
652979,Lewis Warrington,Tranmere Rovers,0,Wypożyczenie,GB4,2021,500000,500000
502073,Taylor Perry,Cheltenham Town,0,Wypożyczenie,GB3,2022,350000,350000
502073,Taylor Perry,Cheltenham Town,0,Wypożyczenie,GB3,2021,350000,350000
570864,Tony Springett,Derby County,0,Wypożyczenie,GB3,2022,350000,350000
480723,Finn Azaz,Plymouth Argyle,0,Wypożyczenie,GB3,2022,700000,700000
480723,Finn Azaz,Newport County,0,Wypożyczenie,GB4,2021,700000,700000
480723,Finn Azaz,Cheltenham Town,0,Wypożyczenie,GB4,2020,700000,700000
801424,James Taylor,Cheltenham Town,0,Wypożyczenie,GB3,2022,50000,50000
484389,Kell Watts,Peterborough United,0,Wypożyczenie,GB3,2022,200000,200000
484389,Kell Watts,Wigan Athletic,0,Wypożyczenie,GB3,2021,200000,200000
484389,Kell Watts,Plymouth Argyle,0,Wypożyczenie,GB3,2020,200000,200000
484389,Kell Watts,FC Stevenage,0,Wypożyczenie,GB4,2019,200000,200000
484389,Kell Watts,Mansfield Town,0,Wypożyczenie,GB4,2019,200000,200000
609556,William Osula,Derby County,0,Wypożyczenie,GB3,2022,150000,150000
632349,Jarell Quansah,Bristol Rovers,0,Wypożyczenie,GB3,2022,400000,400000
638964,Nathan Butler-Oyedeji,Accrington Stanley,0,Wypożyczenie,GB3,2022,100000,100000
699018,Zac Ashworth,Burton Albion,0,Wypożyczenie,GB3,2022,250000,250000
618402,Ziyad Larkeche,FC Barnsley,0,Wypożyczenie,GB3,2022,350000,350000
714459,Michael Mellon,FC Morecambe,0,Wypożyczenie,GB3,2022,150000,150000
484387,Matty Longstaff,Colchester United,1000000,Wypożyczenie,GB4,2022,1000000,0
484387,Matty Longstaff,Mansfield Town,2000000,Wypożyczenie,GB4,2021,1000000,-1000000
503769,Arthur Okonkwo,Crewe Alexandra,1000000,Wypożyczenie,GB4,2022,1000000,0
433991,Ethan Galbraith,Salford City,800000,Wypożyczenie,GB4,2022,600000,-200000
433991,Ethan Galbraith,Doncaster Rovers,900000,Wypożyczenie,GB3,2021,600000,-300000
565913,Luke Jephcott,Swindon Town,700000,Wypożyczenie,GB4,2022,450000,-250000
148908,Aiden O'Brien,FC Gillingham,600000,Wypożyczenie,GB4,2022,450000,-150000
655877,Thimothée Lo-Tutala,FC Stevenage,600000,Wypożyczenie,GB4,2022,600000,0
347481,Adam Lewis,Newport County,500000,Wypożyczenie,GB4,2022,300000,-200000
347481,Adam Lewis,Plymouth Argyle,500000,Wypożyczenie,GB3,2020,300000,-200000
495441,Ryan Schofield,Crawley Town,500000,Wypożyczenie,GB4,2022,400000,-100000
495441,Ryan Schofield,Notts County,100000,Wypożyczenie,GB4,2018,400000,300000
538871,Toby Savin,FC Stevenage,450000,Wypożyczenie,GB4,2022,300000,-150000
178139,Daryl Horgan,FC Stevenage,450000,Wypożyczenie,GB4,2022,200000,-250000
531678,D'Mani Mellor,AFC Rochdale,450000,Wypożyczenie,GB4,2022,300000,-150000
531678,D'Mani Mellor,Salford City,0,Wypożyczenie,GB4,2021,300000,300000
463755,Dean Campbell,FC Stevenage,425000,Wypożyczenie,GB4,2022,350000,-75000
470604,Paul Glatzel,Tranmere Rovers,400000,Wypożyczenie,GB4,2022,250000,-150000
470604,Paul Glatzel,Tranmere Rovers,350000,Wypożyczenie,GB4,2021,250000,-100000
415816,Diallang Jaiyesimi,AFC Wimbledon,400000,Wypożyczenie,GB4,2022,250000,-150000
415816,Diallang Jaiyesimi,Swindon Town,0,Wypożyczenie,GB4,2019,250000,250000
415816,Diallang Jaiyesimi,Yeovil Town,0,Wypożyczenie,GB4,2018,250000,250000
849429,Tete Yengi,Northampton Town,400000,Wypożyczenie,GB4,2022,300000,-100000
290801,Jamie McCart,Leyton Orient,400000,Wypożyczenie,GB4,2022,350000,-50000
502062,D'Margio Wright-Phillips,Northampton Town,400000,Wypożyczenie,GB4,2022,400000,0
238440,Alex Gilbey,FC Stevenage,400000,Wypożyczenie,GB4,2022,350000,-50000
396548,Logan Chalmers,Tranmere Rovers,375000,Wypożyczenie,GB4,2022,300000,-75000
339023,Mathew Stevens,FC Walsall,350000,Wypożyczenie,GB4,2022,250000,-100000
339023,Mathew Stevens,FC Stevenage,0,Wypożyczenie,GB4,2020,250000,250000
455917,Josh Eppiah,Northampton Town,350000,Wypożyczenie,GB4,2022,250000,-100000
455917,Josh Eppiah,Northampton Town,350000,Wypożyczenie,GB4,2021,250000,-100000
530915,Teddy Jenks,Crawley Town,325000,Wypożyczenie,GB4,2022,300000,-25000
518021,Jack Hamilton,Hartlepool United,325000,Wypożyczenie,GB4,2022,300000,-25000
463751,Marc Leonard,Northampton Town,300000,Wypożyczenie,GB4,2022,300000,0
260368,Christy Pym,Mansfield Town,300000,Wypożyczenie,GB4,2022,300000,0
260368,Christy Pym,FC Stevenage,300000,Wypożyczenie,GB4,2021,300000,0
614700,Dara Costelloe,Bradford City,300000,Wypożyczenie,GB4,2022,300000,0
529747,Clarke Oduor,Hartlepool United,300000,Wypożyczenie,GB4,2022,300000,0
696326,Max Woltman,Doncaster Rovers,300000,Wypożyczenie,GB4,2022,300000,0
344525,Danny Johnson,FC Walsall,300000,Wypożyczenie,GB4,2022,150000,-150000
293784,Conor Masterson,FC Gillingham,300000,Wypożyczenie,GB4,2022,250000,-50000
293784,Conor Masterson,FC Gillingham,300000,Wypożyczenie,GB3,2021,250000,-50000
293784,Conor Masterson,Cambridge United,300000,Wypożyczenie,GB3,2021,250000,-50000
293784,Conor Masterson,Swindon Town,300000,Wypożyczenie,GB3,2020,250000,-50000
689891,Romoney Crichlow,Bradford City,300000,Wypożyczenie,GB4,2022,150000,-150000
689891,Romoney Crichlow,Plymouth Argyle,300000,Wypożyczenie,GB3,2021,150000,-150000
689891,Romoney Crichlow,Swindon Town,300000,Wypożyczenie,GB4,2021,150000,-150000
497143,Ashley Maynard-Brewer,FC Gillingham,300000,Wypożyczenie,GB4,2022,400000,100000
285287,Regan Hendry,Tranmere Rovers,300000,Wypożyczenie,GB4,2022,250000,-50000
222740,Kieran Sadlier,Leyton Orient,300000,Wypożyczenie,GB4,2022,250000,-50000
530782,Jack Stretton,Carlisle United,300000,Wypożyczenie,GB4,2022,250000,-50000
396857,Dan Kemp,Hartlepool United,300000,Wypożyczenie,GB4,2022,300000,0
396857,Dan Kemp,FC Blackpool,0,Wypożyczenie,GB3,2020,300000,300000
396857,Dan Kemp,FC Stevenage,0,Wypożyczenie,GB4,2019,300000,300000
621193,Kasey McAteer,AFC Wimbledon,300000,Wypożyczenie,GB4,2022,250000,-50000
621193,Kasey McAteer,Forest Green Rovers,300000,Wypożyczenie,GB4,2021,250000,-50000
566349,Matty Daly,Harrogate Town,250000,Wypożyczenie,GB4,2022,200000,-50000
566349,Matty Daly,Hartlepool United,250000,Wypożyczenie,GB4,2021,200000,-50000
566349,Matty Daly,Bradford City,250000,Wypożyczenie,GB4,2021,200000,-50000
532464,Daniel Adshead,AFC Rochdale,250000,Wypożyczenie,GB4,2022,125000,-125000
532464,Daniel Adshead,FC Gillingham,200000,Wypożyczenie,GB3,2021,125000,-75000
607199,Saikou Janneh,AFC Wimbledon,250000,Wypożyczenie,GB4,2022,200000,-50000
607199,Saikou Janneh,Shrewsbury Town,0,Wypożyczenie,GB3,2021,200000,200000
607199,Saikou Janneh,Newport County,0,Wypożyczenie,GB4,2020,200000,200000
255129,Hakeeb Adelakun,FC Gillingham,250000,Wypożyczenie,GB4,2022,175000,-75000
255129,Hakeeb Adelakun,Hull City,400000,Wypożyczenie,GB3,2020,175000,-225000
255129,Hakeeb Adelakun,Rotherham United,500000,Wypożyczenie,GB3,2019,175000,-325000
499604,Dion Pereira,Bradford City,250000,Wypożyczenie,GB4,2022,200000,-50000
499604,Dion Pereira,Bradford City,300000,Wypożyczenie,GB4,2021,200000,-100000
561452,Dan Chesters,Colchester United,250000,Wypożyczenie,GB4,2022,250000,0
530736,Keyendrah Simmonds,Grimsby Town,250000,Wypożyczenie,GB4,2022,250000,0
554365,Josh Reid,FC Stevenage,250000,Wypożyczenie,GB4,2022,250000,0
596821,Scott Banks,Bradford City,250000,Wypożyczenie,GB4,2022,300000,50000
485994,David Ajiboye,Sutton United,250000,Wypożyczenie,GB4,2022,250000,0
564048,Charlie Lakin,Doncaster Rovers,250000,Wypożyczenie,GB4,2022,175000,-75000
564048,Charlie Lakin,FC Stevenage,100000,Wypożyczenie,GB4,2019,175000,75000
565406,Kazeem Olaigbe,Harrogate Town,225000,Wypożyczenie,GB4,2022,400000,175000
194386,Alex Cairns,Hartlepool United,200000,Wypożyczenie,GB4,2022,200000,0
194386,Alex Cairns,Salford City,200000,Wypożyczenie,GB4,2022,200000,0
580809,Ed Turns,Leyton Orient,200000,Wypożyczenie,GB4,2022,350000,150000
614262,Charlie McNeill,Newport County,200000,Wypożyczenie,GB4,2022,200000,0
742746,Caleb Chukwuemeka,Crawley Town,200000,Wypożyczenie,GB4,2022,200000,0
657863,Lewis Richardson,Grimsby Town,200000,Wypożyczenie,GB4,2022,200000,0
433184,Rayhaan Tulloch,AFC Rochdale,200000,Wypożyczenie,GB4,2022,200000,0
433184,Rayhaan Tulloch,Doncaster Rovers,0,Wypożyczenie,GB3,2020,200000,200000
647376,Luke Robinson,Tranmere Rovers,200000,Wypożyczenie,GB4,2022,150000,-50000
121223,Kwesi Appiah,Colchester United,200000,Wypożyczenie,GB4,2022,125000,-75000
633492,Charlie Kelman,Leyton Orient,200000,Wypożyczenie,GB4,2022,250000,50000
633492,Charlie Kelman,FC Gillingham,200000,Wypożyczenie,GB3,2021,250000,50000
657994,Aaron Rowe,Stockport County,200000,Wypożyczenie,GB4,2022,175000,-25000
387360,Joe Grayson,Stockport County,175000,Wypożyczenie,GB4,2022,150000,-25000
387360,Joe Grayson,Oxford United,0,Wypożyczenie,GB3,2020,150000,150000
387360,Joe Grayson,Grimsby Town,0,Wypożyczenie,GB4,2018,150000,150000
807318,Ryan Finnigan,Crewe Alexandra,150000,Wypożyczenie,GB4,2022,250000,100000
532192,George Lloyd,Grimsby Town,150000,Wypożyczenie,GB4,2022,150000,0
532192,George Lloyd,Port Vale FC,0,Wypożyczenie,GB4,2021,150000,150000
698097,Hayden Lindley,Newport County,150000,Wypożyczenie,GB4,2022,150000,0
506440,Joe Tomlinson,Swindon Town,150000,Wypożyczenie,GB4,2022,150000,0
506440,Joe Tomlinson,Swindon Town,100000,Wypożyczenie,GB4,2021,150000,50000
633399,Idris El Mizouni,Leyton Orient,150000,Wypożyczenie,GB4,2022,300000,150000
633399,Idris El Mizouni,Grimsby Town,0,Wypożyczenie,GB4,2020,300000,300000
633399,Idris El Mizouni,Cambridge United,0,Wypożyczenie,GB4,2020,300000,300000
633399,Idris El Mizouni,Cambridge United,0,Wypożyczenie,GB4,2019,300000,300000
734375,Jack Jenkins,Salford City,150000,Wypożyczenie,GB4,2022,150000,0
638649,Femi Seriki,AFC Rochdale,150000,Wypożyczenie,GB4,2022,175000,25000
507115,Lachlan Brook,Crewe Alexandra,150000,Wypożyczenie,GB4,2022,150000,0
577895,Bez Lubala,Colchester United,150000,Wypożyczenie,GB4,2022,150000,0
577895,Bez Lubala,Northampton Town,100000,Wypożyczenie,GB4,2021,150000,50000
550134,Ciaran Brennan,Swindon Town,150000,Wypożyczenie,GB4,2022,150000,0
530916,Jack Spong,Crawley Town,150000,Wypożyczenie,GB4,2022,150000,0
340307,Tolaji Bola,Bradford City,150000,Wypożyczenie,GB4,2022,150000,0
340307,Tolaji Bola,AFC Rochdale,0,Wypożyczenie,GB3,2020,150000,150000
551964,Matthew Dennis,Sutton United,150000,Wypożyczenie,GB4,2022,150000,0
123371,Tom Eastman,Harrogate Town,150000,Wypożyczenie,GB4,2022,125000,-25000
465952,Sol Brynn,Swindon Town,150000,Wypożyczenie,GB4,2022,175000,25000
696762,Jonathan Tomkinson,FC Stevenage,150000,Wypożyczenie,GB4,2022,150000,0
511964,Jackson Smith,FC Walsall,150000,Wypożyczenie,GB4,2022,150000,0
577557,Danny Grant,Harrogate Town,150000,Wypożyczenie,GB4,2022,150000,0
801422,Ryley Towler,AFC Wimbledon,100000,Wypożyczenie,GB4,2022,900000,800000
566888,Thomas Dickson-Peters,Grimsby Town,100000,Wypożyczenie,GB4,2022,200000,100000
566888,Thomas Dickson-Peters,FC Gillingham,100000,Wypożyczenie,GB3,2021,200000,100000
543093,Josh Neufville,Sutton United,100000,Wypożyczenie,GB4,2022,125000,25000
337279,Armani Little,AFC Wimbledon,100000,Wypożyczenie,GB4,2022,200000,100000
437573,James Brown,Doncaster Rovers,100000,Wypożyczenie,GB4,2022,125000,25000
437573,James Brown,Stockport County,100000,Wypożyczenie,GB4,2022,125000,25000
677939,Flynn Clarke,FC Walsall,100000,Wypożyczenie,GB4,2022,100000,0
403564,Jon McCracken,FC Stevenage,100000,Wypożyczenie,GB4,2022,175000,75000
675993,Frazer Blake-Tracy,Swindon Town,100000,Wypożyczenie,GB4,2022,175000,75000
607522,Josh Coley,Harrogate Town,100000,Wypożyczenie,GB4,2022,100000,0
163523,Matty Dolan,Hartlepool United,100000,Wypożyczenie,GB4,2022,175000,75000
526873,Jake Eastwood,AFC Rochdale,100000,Wypożyczenie,GB4,2022,125000,25000
526873,Jake Eastwood,FC Portsmouth,100000,Wypożyczenie,GB3,2021,125000,25000
526873,Jake Eastwood,Grimsby Town,100000,Wypożyczenie,GB4,2020,125000,25000
526873,Jake Eastwood,Scunthorpe United,100000,Wypożyczenie,GB4,2019,125000,25000
461882,Khanya Leshabela,Crewe Alexandra,100000,Wypożyczenie,GB4,2022,100000,0
461882,Khanya Leshabela,Shrewsbury Town,100000,Wypożyczenie,GB3,2021,100000,0
625082,Haji Mnoga,FC Gillingham,100000,Wypożyczenie,GB4,2022,100000,0
243623,Stuart Moore,Doncaster Rovers,100000,Wypożyczenie,GB4,2022,100000,0
374263,Charlie Owens,Colchester United,100000,Wypożyczenie,GB4,2022,100000,0
374263,Charlie Owens,Wycombe Wanderers,0,Wypożyczenie,GB3,2018,100000,100000
144341,Yann Songo'o,FC Walsall,100000,Wypożyczenie,GB4,2022,125000,25000
683856,Tyla Dickinson,Sutton United,100000,Wypożyczenie,GB4,2022,100000,0
486604,Vitezslav Jaros,Stockport County,100000,Wypożyczenie,GB4,2022,150000,50000
696502,Aribim Pepple,Grimsby Town,75000,Wypożyczenie,GB4,2022,100000,25000
741591,Jacob Chapman,Salford City,75000,Wypożyczenie,GB4,2022,75000,0
48261,Glenn Morris,FC Gillingham,50000,Wypożyczenie,GB4,2022,100000,50000
